!!!!!!!!!!!!!!!!!!!!!!!!!!
The output file include the exchange parameters calculated for all pairs of atoms in the unit cell.
In the case of  RuO2 presented here, there are 14 atoms including vacuum spleres (sometimes required in the ASA calculations)
I removed here all parameters including non-magmetic atoms.
This implies, the results are presented like for AFM system with 
          number of sites   NQ =  2
          number of types   NT =  2
I.e. we have two tipes of Ru atoms, each og them isi sitting on its own sublattice (because nimber of sites and types are identical)

The structure of the output
        IT   IQ   JT    JQ   N1 N2 N3    DRX    DRY    DRZ     DR      J_xx [meV]     J_yy [meV]      J_xy [meV]     J_yx [meV]

implies:

 IT   IQ  --  means the type of the central atom and its site in the unit cell (in the case if the same tipe, e.g. Ru,
              occupies different sites in the unit cell)  

 JT   JQ  --  means the type of the surronnding atoms and their sites in the unit cell (again, when the same tipe
              occupies different sites in the unit cell)

N1 N2 N3    can be ignored

DRX    DRY    DRZ     DR   -- positions of surounding atoms (JQ) w.r.t. central atom (IQ), and corresponding distances, DR.


J_xx [meV]     J_yy [meV]      J_xy [meV]     J_yx [meV] are the elements of the exchange tensor (im meV), assuming the alignments
                                                         of magnetic moments parallel to z axis.

!!!!!!!!!!!!!!!!!!!!!!!!!!!!

 *******************************************************************************
                                   <XCPLTENSOR>
                            Isotropic exchange couplings  Jij

          number of sites   NQ =  14
          number of types   NT =  14

                              site occupation:
          IQ =    1   1   IT:   1-Ru_1      x =  1.000
          IQ =    2   1   IT:   2-Ru_2      x =  1.000
        IT   IQ   JT    JQ   N1 N2 N3    DRX    DRY    DRZ     DR      J_xx [meV]     J_yy [meV]      J_xy [meV]     J_yx [meV]
         1    1    1    1    0  0  1  -0.000  0.000 -0.691   0.691      1.55334513     1.55334513     4.81466537     4.81466537
         1    1    1    1    0  0 -1   0.000  0.000  0.691   0.691      1.55334513     1.55334513     4.81466537     4.81466537
         1    1    2    2    0 -1  0  -0.500 -0.500 -0.346   0.787     -2.68984151    -2.68984151    -1.69461300    -1.69461300
         1    1    2    2   -1 -1  0   0.500 -0.500 -0.346   0.787     -2.68984488    -2.68984488     1.69461577     1.69461577
         1    1    2    2    0  0  0  -0.500  0.500 -0.346   0.787     -2.68984488    -2.68984488     1.69461577     1.69461577
         1    1    2    2   -1  0  0   0.500  0.500 -0.346   0.787     -2.68984151    -2.68984151    -1.69461300    -1.69461300
         1    1    2    2    0 -1 -1  -0.500 -0.500  0.346   0.787     -2.68984151    -2.68984151    -1.69461300    -1.69461300
         1    1    2    2   -1 -1 -1   0.500 -0.500  0.346   0.787     -2.68984488    -2.68984488     1.69461577     1.69461577
         1    1    2    2    0  0 -1  -0.500  0.500  0.346   0.787     -2.68984488    -2.68984488     1.69461577     1.69461577
         1    1    2    2   -1  0 -1   0.500  0.500  0.346   0.787     -2.68984151    -2.68984151    -1.69461300    -1.69461300
         1    1    1    1    0 -1  0   0.000 -1.000  0.000   1.000      0.22713018     0.03810289     0.05714930     0.05714930
         1    1    1    1    1  0  0  -1.000  0.000  0.000   1.000      0.03810289     0.22713018     0.05714930     0.05714930
         1    1    1    1   -1  0  0   1.000  0.000 -0.000   1.000      0.03810289     0.22713018     0.05714930     0.05714930
         1    1    1    1    0  1  0   0.000  1.000  0.000   1.000      0.22713018     0.03810289     0.05714930     0.05714930
         1    1    1    1    0 -1  1  -0.000 -1.000 -0.691   1.216     -0.14566406     0.22079165     0.09385121     0.09385121
         1    1    1    1    1  0  1  -1.000  0.000 -0.691   1.216      0.22079165    -0.14566406     0.09385121     0.09385121
         1    1    1    1   -1  0  1   1.000  0.000 -0.691   1.216      0.22079165    -0.14566406     0.09385121     0.09385121
         1    1    1    1    0  1  1  -0.000  1.000 -0.691   1.216     -0.14566406     0.22079165     0.09385121     0.09385121
         1    1    1    1    0 -1 -1   0.000 -1.000  0.691   1.216     -0.14566406     0.22079165     0.09385121     0.09385121
         1    1    1    1    1  0 -1  -1.000  0.000  0.691   1.216      0.22079165    -0.14566406     0.09385121     0.09385121
         1    1    1    1   -1  0 -1   1.000  0.000  0.691   1.216      0.22079165    -0.14566406     0.09385121     0.09385121
         1    1    1    1    0  1 -1   0.000  1.000  0.691   1.216     -0.14566406     0.22079165     0.09385121     0.09385121
         1    1    2    2    0 -1  1  -0.500 -0.500 -1.037   1.255     -0.37136267    -0.37136267     0.30294991     0.30294991
         1    1    2    2   -1 -1  1   0.500 -0.500 -1.037   1.255     -0.37136530    -0.37136530    -0.30294977    -0.30294977
         1    1    2    2    0  0  1  -0.500  0.500 -1.037   1.255     -0.37136530    -0.37136530    -0.30294977    -0.30294977
         1    1    2    2   -1  0  1   0.500  0.500 -1.037   1.255     -0.37136267    -0.37136267     0.30294991     0.30294991
         1    1    2    2    0 -1 -2  -0.500 -0.500  1.037   1.255     -0.37136267    -0.37136267     0.30294991     0.30294991
         1    1    2    2   -1 -1 -2   0.500 -0.500  1.037   1.255     -0.37136530    -0.37136530    -0.30294977    -0.30294977
         1    1    2    2    0  0 -2  -0.500  0.500  1.037   1.255     -0.37136530    -0.37136530    -0.30294977    -0.30294977
         1    1    2    2   -1  0 -2   0.500  0.500  1.037   1.255     -0.37136267    -0.37136267     0.30294991     0.30294991
